date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2026-04-10,05:00:00.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.43,0.22,35.28,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:00.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.50,0.25,40.41,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:00.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.60,0.30,49.13,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:00.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.47,0.23,37.99,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:00.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.55,0.28,44.95,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:01.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.55,0.27,44.52,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:01.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.66,0.33,53.73,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:01.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.56,0.28,45.56,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:01.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.59,0.30,48.24,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:01.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.77,0.38,62.48,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:02.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.72,0.36,58.33,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:02.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.50,0.25,40.65,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:02.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.77,0.38,62.54,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:02.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.66,0.33,53.86,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:02.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.57,0.29,46.54,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:03.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.44,0.22,35.54,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:03.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.56,0.28,45.64,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:03.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.56,0.28,45.39,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:03.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.45,0.23,36.80,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:03.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.46,0.23,37.12,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:04.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.80,0.40,64.94,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:04.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.45,0.22,36.33,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:04.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.70,0.35,56.85,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:04.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.49,0.24,39.74,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:04.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.75,0.38,61.44,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:05.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.46,0.23,37.21,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:05.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.48,0.24,39.05,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:05.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.44,0.22,35.76,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:05.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,163.00,0.69,0.35,56.43,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:05.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.48,0.24,39.06,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:06.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.72,0.36,58.55,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:06.200,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.60,0.30,48.51,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:06.400,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.64,0.32,52.53,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:06.600,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.52,0.26,42.34,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:06.800,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.59,0.29,48.01,0.00,5,100,0,0,25,20,0.00,0.00,,
2026-04-10,05:00:07.000,55.75580000,37.61730000,0.000000,150.000000,45.0,0,0.00,162.99,0.56,0.28,45.90,0.00,5,100,0,0,25,20,0.00,0.00,,
