date,time,latitude,longitude,gps_speed,gps_alt,gps_heading,gps_distance,speed,voltage,phase_current,current,power,torque,pwm,battery_level,distance,totaldistance,system_temp,temp2,tilt,roll,mode,alert
2026-03-31,20:00:03.557,55.84736574,37.7109356,0.0,176.7535400390625,0.0,0,44.75,157.10,177.50,49.96,7848.72,0.00,33.00,76,37,832500,29,20,0.00,0.00,,
2026-03-31,20:00:04.757,55.84736574,37.7109356,0.0,176.7535400390625,0.0,0,56.34,155.30,106.20,38.25,5940.23,0.00,34.00,70,55,832518,31,20,0.00,0.00,,
2026-03-31,20:00:05.957,55.84701306,37.71029485,48.348001098632814,163.26806640625,221.8,56,64.12,154.30,121.40,49.32,7610.08,0.00,39.00,67,75,832538,31,20,0.00,0.00,,
2026-03-31,20:00:07.158,55.84684476,37.71009687,63.64800109863281,167.8314208984375,219.4,79,68.65,154.10,124.20,48.00,7396.80,0.00,42.00,67,97,832560,32,20,0.00,0.00,,
2026-03-31,20:00:08.364,55.84669593,37.70994429,67.24800109863281,169.00341796875,207.9,98,76.28,152.40,122.50,61.01,9297.92,0.00,48.00,62,121,832584,33,20,0.00,0.00,,
2026-03-31,20:00:09.556,55.84652946,37.70981944,73.65599670410157,169.4173583984375,203.1,118,83.66,150.90,122.00,66.64,10055.98,0.00,54.00,57,148,832611,33,20,0.00,0.00,,
2026-03-31,20:00:10.776,55.84635393,37.7097096,77.6879997253418,169.33087158203125,197.4,139,89.10,149.70,83.10,61.04,9137.69,0.00,56.00,53,177,832640,34,20,0.00,0.00,,
2026-03-31,20:00:11.976,55.84596638,37.70955566,81.5759994506836,169.41845703125,188.1,183,88.09,150.60,67.90,39.86,6002.92,0.00,53.00,56,207,832670,35,20,0.00,0.00,,
2026-03-31,20:00:12.277,55.84596638,37.70955566,81.5759994506836,169.41845703125,188.1,183,87.01,151.00,69.90,35.87,5416.37,0.00,50.00,57,214,832677,35,20,0.00,0.00,,
2026-03-31,20:00:12.579,55.84596638,37.70955566,81.5759994506836,169.41845703125,188.1,183,86.29,151.50,43.30,27.83,4216.25,0.00,47.00,59,221,832684,35,20,0.00,0.00,,
2026-03-31,20:00:12.874,55.84577419,37.70949883,77.76000137329102,168.847900390625,188.4,204,84.82,151.90,62.20,28.87,4385.35,0.00,48.00,60,228,832691,35,20,0.00,0.00,,
2026-03-31,20:00:13.181,55.84577419,37.70949883,77.76000137329102,168.847900390625,188.4,204,84.64,152.10,71.50,34.51,5248.97,0.00,50.00,61,235,832698,35,20,0.00,0.00,,
2026-03-31,20:00:13.475,55.84577419,37.70949883,77.76000137329102,168.847900390625,188.4,204,84.64,152.20,54.90,35.67,5428.97,0.00,51.00,61,243,832706,35,20,0.00,0.00,,
2026-03-31,20:00:13.779,55.84577419,37.70949883,77.76000137329102,168.847900390625,188.4,204,84.64,152.50,48.10,30.38,4632.95,0.00,47.00,62,250,832713,35,20,0.00,0.00,,
2026-03-31,20:00:14.081,55.84558294,37.7094561,76.28400192260743,169.033935546875,186.5,226,82.87,152.90,46.40,23.90,3654.31,0.00,47.00,63,257,832720,35,20,0.00,0.00,,
2026-03-31,20:00:14.380,55.84558294,37.7094561,76.28400192260743,169.033935546875,186.5,226,82.66,153.10,60.60,29.11,4456.74,0.00,47.00,64,263,832726,35,20,0.00,0.00,,
2026-03-31,20:00:14.681,55.84558294,37.7094561,76.28400192260743,169.033935546875,186.5,226,82.12,153.30,62.00,30.60,4690.98,0.00,50.00,64,270,832733,35,20,0.00,0.00,,
